G_NUMBER	NAME_ALT2	GENOME_NAME	NAME_ORIGINAL	NAME_ALT1	N_NUMBER	PATIENT_ID	SEQ_MULTIPLE_LIBRARIES	PROVIDER	SEQ_FACILITY	PATH_ORIGINAL_FASTQS	LIBRARY_ID	PE_SE	DATE_SEQ	STATUS	FLAG_WARNING	WARNINGS	FASTQ_PATH	PATH_MAPPING_OUTPUT_V1	STATUS_MAPPING_V1	PATH_MAPPING_OUTPUT_V2	STATUS_MAPPING_V2	ANNEX_FILES	BIOPROJECT	SAMPLE_ACCESSION	RUN_ACCESSION	LINK_SRA	DATE_ISOLATION	COUNTRY_ISOLATION	COUNTRY_PATIENT_BIRTH	LINEAGE	SUBLINEAGE_GAGNEUX	SUBLINEAGE_COLL	GENOME_BASED_SPOLIGO	CONTACT_PERSON	COMMENTS	isolation_date	FQ.IN	NUMBER.READS	READ.TYPE	LNG	COVERAGE.MEAN	COVERAGE.SD	PERCENTAGE.NOT.COVERED	PERCENTAGE.LESS.5	NUMBER.ALL.VARIANTS	HOMO.SNPS	HET.SNPs	HOMO_HET.RATIO	NUMBER.INDELS	MAPPING.PERCENTAGE	DROPPED.TRIMMOMATIC	MEAN.READ.LENGHT	INSERT.SIZE.MEAN	PERCENTAGE.MTB	PERCENTAGE.NTMS	PERCENTAGE.UNCLASSIFIED	MERGING.OVERLAPPING.READS	LINAGE	LINEAGE_PROC	SUBLINEAGE	DR_STRINGENT_OUT	DR_EXTENDED_OUT	CM_OUT	KDV_OUT	PDM_OUT
G701200	ECF-11-H102	G701200	SAMEA14459850	ERX9333308	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786032_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786032_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459850	ERR9786032	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9786032/ERR9786032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9786032/ERR9786032_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	21-12-2011	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786032_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786032_2.fastq.gz	986381	PE	NA	71	22	0.01	0.018	1148	906	37	0.04	161	99.35%	0.17%	253	825	99.88	0.04	0.04	24.94%	L2 (4/4)	L2	L2.2.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701201	ECF-12-F251	G701201	SAMEA14459851	ERX9333309	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786033_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786033_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459851	ERR9786033	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9786033/ERR9786033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9786033/ERR9786033_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	12-12-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786033_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786033_2.fastq.gz	737212	PE	NA	42	13	0.009	0.017	1180	859	55	0.06	157	99.32%	0.08%	253	704	99.78	0.09	0.07	58.56%	L2 (4/4)	L2	L2.2.1/Asia_Ancestral3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701202	ECF-12-H132	G701202	SAMEA14459852	ERX9333310	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786034_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786034_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459852	ERR9786034	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9786034/ERR9786034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9786034/ERR9786034_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	14-06-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786034_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786034_2.fastq.gz	504922	PE	NA	42	15	0.012	0.021	1329	913	76	0.08	204	99.38%	0.02%	253	707	99.82	0.05	0.12	17.18%	L2 (4/4)	L2	L2.2.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701204	ECF-12-Q147	G701204	SAMEA14459854	ERX9333312	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786036_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786036_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459854	ERR9786036	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9786036/ERR9786036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9786036/ERR9786036_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	06-11-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786036_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786036_2.fastq.gz	1032474	PE	NA	55	16	0.008	0.013	1140	867	37	0.04	166	99.09%	0.20%	253	795	99.71	0.08	0.13	54.53%	L2 (4/4)	L2	L2.2.1/Asia_Ancestral3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701205	ECF-12-R140	G701205	SAMEA14459855	ERX9333313	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786037_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786037_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459855	ERR9786037	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9786037/ERR9786037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9786037/ERR9786037_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	17-02-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786037_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786037_2.fastq.gz	1232489	PE	NA	79	23	0.009	0.015	1145	863	36	0.04	179	99.18%	0.19%	253	778	99.8	0.07	0.08	36.64%	L2 (4/4)	L2	L2.2.1/Asia_Ancestral3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701206	ECF-12-R269	G701206	SAMEA14459856	ERX9333314	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786038_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786038_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459856	ERR9786038	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/008/ERR9786038/ERR9786038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/008/ERR9786038/ERR9786038_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	27-09-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786038_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786038_2.fastq.gz	1509643	PE	NA	92	23	0.008	0.011	1232	875	40	0.05	207	99.38%	0.11%	253	636	99.87	0.06	0.04	47.37%	L2 (4/4)	L2	L2.2.1/Asia_Ancestral3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	1
G701207	ECF-12-S170	G701207	SAMEA14459857	ERX9333315	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786039_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786039_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459857	ERR9786039	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9786039/ERR9786039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9786039/ERR9786039_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	14-03-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786039_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786039_2.fastq.gz	1094996	PE	NA	72	21	0.009	0.015	1280	884	34	0.04	222	99.14%	0.22%	253	783	99.76	0.05	0.11	33.46%	L2 (4/4)	L2	L2.2.1/Asia_Ancestral3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	4
G701208	ECF-12-S180	G701208	SAMEA14459858	ERX9333316	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786040_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786040_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459858	ERR9786040	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9786040/ERR9786040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9786040/ERR9786040_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	27-03-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786040_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786040_2.fastq.gz	1157827	PE	NA	69	19	0.006	0.014	3476	34	1945	57.21	876	98.80%	0.07%	258	590	99.88	0.03	0.07	35.84%	L2 (4/4);L6 (3/3)	mixed	L2.2.1/Asia_Ancestral3;L6.1.3	Susceptible|Susceptible	RIF-Mono|RIF-Mono	0	0	3
G701209	ECF-12-W232	G701209	SAMEA14459859	ERX9333317	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786041_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786041_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459859	ERR9786041	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9786041/ERR9786041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9786041/ERR9786041_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	04-12-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786041_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786041_2.fastq.gz	886472	PE	NA	55	16	0.009	0.014	1246	914	41	0.04	166	99.23%	0.21%	253	585	99.87	0.04	0.06	47.26%	L2 (4/4)	L2	L2.2.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701210	ECF-12-Y862	G701210	SAMEA14459860	ERX9333318	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786042_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786042_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459860	ERR9786042	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9786042/ERR9786042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9786042/ERR9786042_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	14-08-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786042_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786042_2.fastq.gz	648474	PE	NA	46	12	0.009	0.015	1239	865	47	0.05	162	99.32%	0.18%	253	683	99.88	0.05	0.04	35.02%	L2 (4/4)	L2	L2.2.1/Asia_Ancestral3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701211	ECF-12-Y876	G701211	SAMEA14459861	ERX9333319	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786043_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786043_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459861	ERR9786043	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9786043/ERR9786043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9786043/ERR9786043_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	07-11-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786043_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786043_2.fastq.gz	454413	PE	NA	25	7	0.011	0.021	1176	854	104	0.12	150	99.13%	0.20%	253	711	99.72	0.07	0.1	60.94%	L2 (4/4)	L2	L2.2.1/Asia_Ancestral3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701213	ECF-13-2721	G701213	SAMEA14459863	ERX9333321	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786045_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786045_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459863	ERR9786045	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9786045/ERR9786045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9786045/ERR9786045_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	10-07-2013	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786045_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786045_2.fastq.gz	2199307	PE	NA	131	37	0.007	0.011	1709	907	21	0.02	449	99.35%	0.05%	253	603	99.89	0.05	0.03	52.10%	L2 (4/4)	L2	L2.2.1/Asia_Ancestral3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701214	ECF-13-F231	G701214	SAMEA14459864	ERX9333322	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786046_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786046_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459864	ERR9786046	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9786046/ERR9786046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9786046/ERR9786046_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	26-11-2013	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786046_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786046_2.fastq.gz	688215	PE	NA	42	12	0.008	0.014	1108	885	38	0.04	141	99.35%	0.08%	253	717	99.85	0.05	0.04	49.49%	L2 (4/4)	L2	L2.2.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701215	ECF-13-H118	G701215	SAMEA14459865	ERX9333323	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786047_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786047_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459865	ERR9786047	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9786047/ERR9786047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9786047/ERR9786047_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	10-04-2013	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786047_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786047_2.fastq.gz	779790	PE	NA	46	15	0.009	0.017	1213	910	66	0.07	149	96.02%	0.21%	253	776	96.84	0.09	2.37	44.53%	L2 (4/4)	L2	L2.2.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701216	ECF-13-J177	G701216	SAMEA14459866	ERX9333324	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786048_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786048_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459866	ERR9786048	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/008/ERR9786048/ERR9786048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/008/ERR9786048/ERR9786048_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	17-07-2013	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786048_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786048_2.fastq.gz	2186374	PE	NA	115	33	0.003	0.006	1780	319	1151	3.61	234	97.10%	0.13%	253	716	98.17	0.07	1.52	49.57%	L2 (4/4);L4 (3/3)	mixed	L2.2.1/Asia_Ancestral3;L4.3.2	INH-Mono|INH-Mono	MDR|MDR	0	0	2
G701217	ECF-13-N103	G701217	SAMEA14459867	ERX9333325	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786049_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786049_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459867	ERR9786049	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9786049/ERR9786049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9786049/ERR9786049_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	04-02-2013	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786049_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786049_2.fastq.gz	1251542	PE	NA	64	20	0.009	0.016	1145	866	54	0.06	151	98.90%	0.20%	253	725	99.56	0.07	0.18	51.02%	L2 (4/4)	L2	L2.2.1/Asia_Ancestral3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701218	ECF-13-Q132	G701218	SAMEA14459868	ERX9333326	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786050_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786050_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459868	ERR9786050	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9786050/ERR9786050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9786050/ERR9786050_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	15-07-2013	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786050_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786050_2.fastq.gz	2266739	PE	NA	128	36	0.008	0.011	1365	867	35	0.04	263	96.19%	0.12%	253	708	96.11	3.66	0.19	45.31%	L2 (4/4)	L2	L2.2.1/Asia_Ancestral3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	1
G701219	ECF-13-Q139	G701219	SAMEA14459869	ERX9333327	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786051_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786051_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459869	ERR9786051	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9786051/ERR9786051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9786051/ERR9786051_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	07-08-2013	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786051_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786051_2.fastq.gz	2430461	PE	NA	152	44	0.008	0.011	1281	868	22	0.03	276	99.25%	0.14%	253	705	99.84	0.08	0.06	35.72%	L2 (4/4)	L2	L2.2.1/Asia_Ancestral3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701220	ECF-13-R250	G701220	SAMEA14459870	ERX9333328	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786052_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786052_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459870	ERR9786052	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9786052/ERR9786052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9786052/ERR9786052_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	27-06-2013	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786052_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786052_2.fastq.gz	432764	PE	NA	31	10	0.009	0.016	1082	865	54	0.06	143	99.37%	0.15%	253	681	99.83	0.06	0.06	39.44%	L2 (4/4)	L2	L2.2.1/Asia_Ancestral3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701224	ECF-13-U188	G701224	SAMEA14459874	ERX9333332	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786056_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786056_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459874	ERR9786056	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9786056/ERR9786056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9786056/ERR9786056_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	24-10-2013	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786056_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786056_2.fastq.gz	2310834	PE	NA	98	33	0.008	0.011	1138	914	24	0.03	154	98.83%	0.12%	253	718	99.61	0.1	0.14	65.32%	L2 (4/4)	L2	L2.2.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	1
G701225	ECF-14-7330	G701225	SAMEA14459875	ERX9333333	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786057_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786057_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14459875	ERR9786057	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9786057/ERR9786057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9786057/ERR9786057_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	28-11-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786057_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786057_2.fastq.gz	865364	PE	NA	65	20	0.012	0.021	1278	874	38	0.04	271	99.32%	0.17%	253	823	99.85	0.04	0.06	21.01%	L2 (4/4)	L2	L2.2.1/Asia_Ancestral3	Susceptible|Susceptible	RIF-Mono|RIF-Mono	0	0	4
